Transcript,Gene
TRINITY_DN10510_c0_g1_i249,CSPP1
TRINITY_DN10510_c0_g1_i70,CSPP1
TRINITY_DN10510_c0_g1_i90,CSPP1
TRINITY_DN10512_c3_g1_i1,UNG
TRINITY_DN10515_c0_g1_i22,KAPC3
TRINITY_DN105196_c0_g1_i1,HARB1
TRINITY_DN105196_c0_g1_i5,HARB1
TRINITY_DN1052_c0_g1_i1,HEXB
TRINITY_DN10520_c0_g1_i10,UBP40
TRINITY_DN105214_c0_g1_i1,KLH10
TRINITY_DN10523_c0_g1_i10,GRIP1
TRINITY_DN10527_c0_g1_i12,TAAR5
TRINITY_DN10527_c0_g1_i6,TAAR5
TRINITY_DN10527_c0_g1_i9,TAAR5
TRINITY_DN1053_c1_g1_i3,ELMO1
TRINITY_DN10530_c0_g2_i4,MKNK1
TRINITY_DN10530_c0_g2_i5,MKNK2
TRINITY_DN10530_c0_g2_i7,MKNK1
TRINITY_DN10531_c0_g2_i11,PDIA5
TRINITY_DN10531_c0_g2_i2,PDIA5
TRINITY_DN10533_c0_g1_i6,MIF
TRINITY_DN10536_c0_g1_i11,ATG16
TRINITY_DN10536_c0_g1_i4,A16L1
TRINITY_DN10536_c0_g1_i9,ATG16
TRINITY_DN105371_c0_g1_i1,CHIA
TRINITY_DN105371_c0_g1_i2,CHIA
TRINITY_DN1054_c0_g1_i5,ITIH3
TRINITY_DN10542_c0_g1_i17,RGS22
TRINITY_DN10544_c0_g1_i14,PTN1
TRINITY_DN10546_c0_g1_i14,NPL4
TRINITY_DN10546_c0_g1_i4,NPL4
TRINITY_DN1055_c7_g1_i81,TTC3
TRINITY_DN10550_c1_g1_i4,SC5A7
TRINITY_DN10550_c1_g1_i5,SC5A7
TRINITY_DN10550_c1_g1_i9,SC5A7
TRINITY_DN10551_c0_g1_i4,CNOT4
TRINITY_DN10551_c0_g1_i5,CNOT4
TRINITY_DN10551_c0_g1_i6,CNOT4
TRINITY_DN10552_c0_g1_i3,UBE2N
TRINITY_DN10552_c0_g1_i4,UBE2N
TRINITY_DN10552_c0_g1_i7,UBE2N
TRINITY_DN10559_c0_g1_i3,LLPH
TRINITY_DN1056_c0_g1_i5,YL
TRINITY_DN105616_c0_g1_i1,GCYA2
TRINITY_DN105645_c0_g1_i1,HRH1
TRINITY_DN10568_c0_g1_i4,NSF
TRINITY_DN10570_c0_g1_i13,CLCN3
TRINITY_DN10570_c0_g1_i14,CLCN3
TRINITY_DN105703_c0_g2_i2,MOT12
TRINITY_DN105705_c0_g1_i2,CLCN6
TRINITY_DN105708_c0_g1_i13,POLG
TRINITY_DN10572_c0_g1_i1,PPN
TRINITY_DN10572_c0_g1_i6,TFPI1
TRINITY_DN10573_c0_g1_i3,GYS
TRINITY_DN105733_c0_g1_i10,IIGP1
TRINITY_DN105733_c0_g1_i2,ATP23
TRINITY_DN105733_c0_g1_i4,ATP23
TRINITY_DN10574_c0_g1_i23,PARPT
TRINITY_DN10575_c0_g1_i3,UH1BL
TRINITY_DN10575_c0_g1_i8,UH1BL
TRINITY_DN105756_c0_g1_i1,KIL1
TRINITY_DN105756_c0_g1_i2,KIL1
TRINITY_DN105793_c0_g1_i1,SODE
TRINITY_DN1058_c0_g2_i2,USH1C
TRINITY_DN1058_c0_g2_i3,USH1C
TRINITY_DN1058_c0_g2_i5,USH1C
TRINITY_DN1058_c3_g1_i4,TM272
TRINITY_DN10580_c0_g1_i5,BTBD2
TRINITY_DN105813_c0_g1_i1,KCNAG
TRINITY_DN105839_c0_g1_i2,RL26
TRINITY_DN105865_c0_g1_i1,TDRD1
TRINITY_DN105883_c0_g1_i2,FRRS1
TRINITY_DN105893_c0_g1_i1,GUN4
TRINITY_DN105918_c0_g1_i1,ADA2A
TRINITY_DN10592_c0_g1_i10,LORF2
TRINITY_DN10592_c0_g2_i1,LORF2
TRINITY_DN105923_c0_g1_i1,CHIA
TRINITY_DN10598_c0_g1_i2,CCD61
TRINITY_DN105985_c0_g1_i13,PO21
TRINITY_DN10599_c0_g1_i11,LMLN2
TRINITY_DN10599_c0_g1_i16,LMLN2
TRINITY_DN10599_c0_g1_i22,LMLN2
TRINITY_DN10599_c0_g1_i5,LMLN2
TRINITY_DN10599_c0_g1_i6,LMLN2
TRINITY_DN105994_c0_g1_i3,EME2
TRINITY_DN106_c1_g1_i5,RAB2
TRINITY_DN10604_c0_g1_i12,TSC1
TRINITY_DN10606_c0_g1_i5,PIP30
TRINITY_DN10606_c0_g1_i6,PIP30
TRINITY_DN106060_c0_g1_i2,HMCN1
TRINITY_DN106070_c0_g1_i1,UBP34
TRINITY_DN10609_c0_g1_i1,SYT12
TRINITY_DN10609_c0_g1_i5,SYT12
TRINITY_DN1061_c0_g1_i10,DD19A
TRINITY_DN10610_c0_g1_i14,S6A15
TRINITY_DN10610_c0_g1_i19,S6A15
TRINITY_DN106126_c0_g1_i1,UN93L
TRINITY_DN106126_c0_g2_i1,UN93A
TRINITY_DN106129_c0_g1_i2,MCMD2
TRINITY_DN106131_c0_g1_i1,PALD
TRINITY_DN10614_c0_g1_i2,DS
TRINITY_DN106175_c0_g1_i1,POLX
TRINITY_DN106177_c0_g1_i1,CP4X1
TRINITY_DN106177_c0_g1_i2,CP4X1
TRINITY_DN106187_c0_g1_i4,NRP2
TRINITY_DN106190_c0_g1_i1,MTH6
TRINITY_DN106198_c0_g1_i5,S35F3
TRINITY_DN106199_c0_g1_i1,OSR1
TRINITY_DN1062_c0_g1_i4,NALCN
TRINITY_DN10621_c0_g1_i12,SETD3
TRINITY_DN106214_c0_g1_i2,LON1
TRINITY_DN106219_c0_g1_i3,HARB1
TRINITY_DN10622_c0_g1_i10,CFA46
TRINITY_DN10622_c0_g1_i27,CFA46
TRINITY_DN10622_c0_g1_i30,CFA46
TRINITY_DN10622_c0_g1_i31,CFA46
TRINITY_DN10622_c0_g1_i36,CFA46
TRINITY_DN106238_c0_g1_i3,SC5A9
TRINITY_DN106275_c0_g1_i2,AGRG4
TRINITY_DN106275_c0_g1_i3,AGRG4
TRINITY_DN106297_c0_g1_i2,OVO
TRINITY_DN10631_c1_g1_i2,NRDE2
TRINITY_DN10633_c0_g2_i1,DACH1
TRINITY_DN10633_c0_g2_i5,DACH1
TRINITY_DN10633_c0_g2_i7,DACH1
TRINITY_DN106385_c0_g2_i1,YR811
TRINITY_DN10639_c0_g1_i5,ATF5
TRINITY_DN106397_c0_g1_i2,RTBS
TRINITY_DN1064_c2_g1_i4,K0930
TRINITY_DN10641_c0_g1_i9,FKBP6
TRINITY_DN106414_c0_g2_i5,OAS2
TRINITY_DN10645_c0_g1_i5,NBAS
TRINITY_DN1065_c0_g1_i3,STXB1
TRINITY_DN10651_c1_g1_i4,M3K13
TRINITY_DN106526_c0_g1_i4,ITA9
TRINITY_DN10653_c0_g1_i3,RBBP5
TRINITY_DN10658_c0_g1_i2,MSH2
TRINITY_DN106582_c0_g1_i1,RIR2
TRINITY_DN106589_c0_g1_i3,HARB1
TRINITY_DN10660_c0_g1_i4,NRBF2
TRINITY_DN106603_c0_g1_i2,NAS39
TRINITY_DN106603_c0_g1_i4,NAS39
TRINITY_DN106603_c0_g1_i6,NAS39
TRINITY_DN106657_c0_g1_i1,DRGX
TRINITY_DN106662_c0_g1_i1,BABA1
TRINITY_DN10667_c0_g2_i3,LECH
TRINITY_DN10669_c0_g1_i15,YGSA
TRINITY_DN10669_c0_g1_i24,YGSA
TRINITY_DN1067_c0_g1_i20,TITIN
TRINITY_DN10671_c0_g1_i1,ORC1
TRINITY_DN10671_c0_g1_i3,ORC1
TRINITY_DN10671_c0_g1_i5,ORC1
TRINITY_DN106714_c0_g1_i4,TT30A
TRINITY_DN106714_c0_g1_i5,TT30B
TRINITY_DN10672_c0_g1_i3,TS101
TRINITY_DN106747_c0_g1_i1,LPHN
TRINITY_DN10675_c0_g1_i1,CEP72
TRINITY_DN10675_c0_g1_i3,CEP72
TRINITY_DN10676_c0_g1_i1,RGP1
TRINITY_DN106836_c0_g1_i7,PLXA1
TRINITY_DN106844_c0_g1_i1,LIPR1
TRINITY_DN106867_c0_g1_i13,CASP8
TRINITY_DN106867_c0_g1_i8,CASP8
TRINITY_DN10688_c0_g1_i3,LIN1
TRINITY_DN10689_c0_g1_i14,RUN3B
TRINITY_DN10689_c0_g1_i7,RUN3B
TRINITY_DN106907_c0_g1_i1,LRP2
TRINITY_DN10691_c0_g1_i1,MLECA
TRINITY_DN10693_c1_g1_i2,AT1B1
TRINITY_DN10693_c2_g1_i1,ASF1
TRINITY_DN10694_c0_g1_i4,EIF3M
TRINITY_DN10694_c0_g1_i8,EIF3M
TRINITY_DN106946_c0_g1_i5,TRH
TRINITY_DN10695_c0_g1_i5,BIG1
TRINITY_DN106954_c0_g1_i1,HECW1
TRINITY_DN10697_c0_g1_i1,TPPC4
TRINITY_DN10697_c0_g1_i6,TPPC4
TRINITY_DN10699_c1_g1_i1,PPM1E
TRINITY_DN1070_c0_g1_i14,AS3MT
TRINITY_DN1070_c0_g1_i16,CC170
TRINITY_DN10701_c0_g1_i2,TDRD1
TRINITY_DN10703_c0_g2_i1,RM23
TRINITY_DN10709_c0_g1_i2,POL3
TRINITY_DN10711_c0_g1_i5,CALM
TRINITY_DN10711_c0_g1_i7,CALM
TRINITY_DN10714_c0_g1_i4,PGM2
TRINITY_DN10714_c0_g1_i9,PGM2
TRINITY_DN107153_c0_g5_i2,MYCT
TRINITY_DN10719_c0_g2_i2,AP1S2
TRINITY_DN10719_c0_g2_i5,AP1S2
TRINITY_DN1072_c0_g1_i3,SH3R3
TRINITY_DN1072_c0_g3_i2,SH3R3
TRINITY_DN10720_c0_g2_i3,LCLT1
TRINITY_DN107202_c0_g1_i1,AMPN
TRINITY_DN10721_c0_g1_i15,TM201
TRINITY_DN10721_c0_g1_i5,TM201
TRINITY_DN10723_c0_g1_i2,ANLN
TRINITY_DN10725_c0_g1_i13,SNAG
TRINITY_DN10725_c0_g1_i23,SNAG
TRINITY_DN10726_c0_g1_i2,ACP7
TRINITY_DN10727_c0_g1_i3,TF3C5
TRINITY_DN107270_c1_g2_i3,THNS2
TRINITY_DN10729_c0_g1_i10,MRP1
TRINITY_DN1073_c0_g1_i9,P2RX4
TRINITY_DN10732_c0_g1_i3,FLOWR
TRINITY_DN10733_c0_g2_i3,HS3S5
TRINITY_DN10736_c1_g1_i1,NEPR1
TRINITY_DN10739_c0_g1_i16,ATRN1
TRINITY_DN10742_c0_g1_i4,CRBL2
TRINITY_DN10751_c1_g3_i1,ANXA7
TRINITY_DN10752_c0_g4_i1,RTBS
TRINITY_DN10753_c0_g1_i2,HBP1
TRINITY_DN10753_c0_g1_i31,HBP1
TRINITY_DN10755_c0_g1_i5,NCBP3
TRINITY_DN107556_c0_g1_i3,PKHL1
TRINITY_DN10756_c0_g1_i3,SMCA5
TRINITY_DN10757_c0_g1_i2,CHSTF
TRINITY_DN10757_c0_g1_i5,CHSTF
TRINITY_DN107591_c0_g1_i2,FA9
TRINITY_DN1076_c1_g1_i7,GSE1
TRINITY_DN10761_c0_g1_i2,PTPRK
TRINITY_DN10764_c0_g2_i3,TIGD6
TRINITY_DN10765_c0_g1_i13,PIGA
TRINITY_DN10765_c0_g1_i15,PIGA
TRINITY_DN10765_c0_g1_i7,PIGA
TRINITY_DN107670_c1_g1_i1,TIGD4
TRINITY_DN10769_c0_g1_i4,IMP4
TRINITY_DN107696_c0_g1_i1,POLR
TRINITY_DN1077_c0_g2_i1,MGT4A
TRINITY_DN107702_c0_g1_i1,AGRIN
TRINITY_DN10780_c0_g2_i1,ASI1A
TRINITY_DN10784_c0_g1_i8,NPHN
TRINITY_DN10784_c2_g1_i3,HMCN1
TRINITY_DN10784_c2_g1_i5,HMCN1
TRINITY_DN107841_c0_g1_i1,DMSR1
TRINITY_DN107869_c0_g1_i1,RTXE
TRINITY_DN1079_c0_g1_i8,E41L3
TRINITY_DN10790_c0_g1_i6,SUH
TRINITY_DN107906_c0_g1_i3,CHSP1
TRINITY_DN10791_c0_g1_i6,POLK
TRINITY_DN10793_c0_g1_i1,PTPC1
TRINITY_DN10793_c0_g1_i3,PTPC1
TRINITY_DN10795_c0_g1_i19,DLL4
TRINITY_DN10795_c0_g1_i20,CRUM1
TRINITY_DN107957_c0_g1_i1,METL9
TRINITY_DN107957_c0_g1_i11,METL9
TRINITY_DN10797_c0_g1_i23,DCNL4
TRINITY_DN107999_c0_g1_i1,CHSTE
TRINITY_DN108_c2_g1_i3,JUNO
TRINITY_DN108_c4_g1_i4,HIKES
TRINITY_DN10800_c0_g1_i8,PTK7
TRINITY_DN108014_c0_g2_i3,TITIN
TRINITY_DN10804_c0_g1_i25,THIO
TRINITY_DN10804_c0_g1_i7,THIO
TRINITY_DN10808_c1_g1_i1,PPARG
TRINITY_DN108085_c0_g1_i1,ACT
TRINITY_DN10811_c0_g1_i10,MPI
TRINITY_DN10813_c0_g1_i11,IN80E
TRINITY_DN108142_c0_g1_i1,TYR3
TRINITY_DN108148_c0_g2_i3,DUS1
TRINITY_DN108148_c0_g2_i7,DUS1
TRINITY_DN10815_c0_g1_i6,LDAH
TRINITY_DN10816_c0_g1_i4,MSI2H
TRINITY_DN108161_c0_g3_i1,P52K
TRINITY_DN108161_c0_g3_i2,P52K
TRINITY_DN10817_c0_g1_i5,CFA69
TRINITY_DN10817_c0_g1_i8,CFA69
TRINITY_DN10818_c0_g1_i1,ACA1
TRINITY_DN10820_c0_g1_i3,ATPB
TRINITY_DN10821_c0_g1_i4,P3A2
TRINITY_DN10821_c0_g1_i5,P3A2
TRINITY_DN10822_c0_g1_i4,SC5A3
TRINITY_DN10822_c0_g1_i6,SC5A3
TRINITY_DN10825_c0_g2_i1,CO8A1
TRINITY_DN10828_c0_g1_i15,PNKD
TRINITY_DN10828_c0_g1_i2,PNKD
TRINITY_DN1083_c0_g1_i17,SC6A5
TRINITY_DN1083_c0_g1_i2,SC6A5
TRINITY_DN10831_c0_g2_i3,MGN2
TRINITY_DN10836_c0_g1_i2,ALG9
TRINITY_DN10836_c0_g2_i1,CASZ1
TRINITY_DN10837_c0_g1_i1,PLS1
TRINITY_DN10837_c0_g1_i8,PLS1
TRINITY_DN10838_c0_g1_i21,STK40
TRINITY_DN10838_c0_g1_i26,STK40
TRINITY_DN10839_c0_g1_i12,MRNIP
TRINITY_DN10839_c0_g1_i5,MRNIP
TRINITY_DN108406_c0_g1_i3,NKAP1
TRINITY_DN108406_c1_g1_i1,YCFH
TRINITY_DN108455_c0_g1_i2,TLR2
TRINITY_DN10847_c0_g1_i1,SMCA2
TRINITY_DN10850_c0_g1_i10,HMCN1
TRINITY_DN10850_c0_g1_i4,HMCN1
TRINITY_DN10850_c0_g1_i6,HMCN1
TRINITY_DN10851_c0_g1_i5,GRM5
TRINITY_DN10852_c0_g1_i9,TITIN
TRINITY_DN10856_c0_g1_i2,FUCO
TRINITY_DN10856_c0_g1_i6,FUCO
TRINITY_DN10856_c0_g1_i8,FUCO
TRINITY_DN10857_c0_g1_i7,KRR1
TRINITY_DN10857_c0_g1_i8,KRR1
TRINITY_DN10858_c0_g1_i1,RRP12
TRINITY_DN10858_c0_g1_i5,RRP12
TRINITY_DN10860_c1_g1_i10,DNJB1
TRINITY_DN10860_c1_g1_i6,DNJB1
TRINITY_DN10860_c1_g1_i8,DNJB1
TRINITY_DN108604_c0_g1_i5,CD36
TRINITY_DN108604_c0_g1_i6,CD36
TRINITY_DN108631_c0_g1_i2,SRCRL
TRINITY_DN10869_c0_g3_i2,CEBPG
TRINITY_DN1087_c0_g1_i2,VATH
TRINITY_DN10875_c0_g1_i1,RM21
TRINITY_DN10875_c0_g1_i2,RM21
TRINITY_DN10879_c0_g1_i7,YCGJ
TRINITY_DN10880_c0_g1_i23,TM177
TRINITY_DN10880_c0_g1_i26,TM177
TRINITY_DN108815_c0_g1_i1,SMKX
TRINITY_DN10887_c0_g1_i4,TLR4
TRINITY_DN1089_c1_g1_i6,ISY1
TRINITY_DN10891_c0_g1_i5,TF3C1
TRINITY_DN10892_c0_g1_i1,DRC1
TRINITY_DN10895_c0_g1_i2,TAF6
TRINITY_DN10896_c0_g1_i18,S17A5
TRINITY_DN10896_c0_g1_i36,S17A5
TRINITY_DN10896_c0_g1_i6,S17A5
TRINITY_DN10896_c0_g1_i7,S17A5
TRINITY_DN10897_c0_g1_i11,RIF1
TRINITY_DN10897_c0_g1_i26,RIF1
TRINITY_DN10897_c0_g1_i5,RIF1
TRINITY_DN108979_c0_g1_i1,NCAH
TRINITY_DN108979_c0_g1_i3,NCAH
TRINITY_DN109018_c0_g1_i11,TONSL
TRINITY_DN10902_c0_g1_i9,AL1L1
TRINITY_DN10903_c2_g1_i15,C1GLT
TRINITY_DN10904_c0_g2_i1,LITAF
TRINITY_DN10907_c0_g1_i7,FBXW4
TRINITY_DN10909_c0_g1_i16,PIP
TRINITY_DN10909_c0_g1_i3,PIP
TRINITY_DN10911_c0_g1_i2,RECO
TRINITY_DN1092_c0_g1_i2,CAV3
TRINITY_DN1092_c0_g1_i3,CAV3
TRINITY_DN1092_c0_g1_i4,CAV3
TRINITY_DN10925_c0_g1_i7,RTBS
TRINITY_DN1093_c0_g1_i10,S2551
TRINITY_DN1093_c0_g1_i13,S2551
TRINITY_DN1093_c0_g1_i16,WAC2A
TRINITY_DN1093_c0_g1_i19,S2551
TRINITY_DN10930_c0_g1_i2,ASCC3
TRINITY_DN10932_c0_g1_i12,PTN11
TRINITY_DN10932_c3_g1_i8,HERC4
TRINITY_DN10933_c0_g1_i4,PRSR3
TRINITY_DN10934_c2_g1_i1,FBXW5
TRINITY_DN10936_c3_g1_i1,R213A
TRINITY_DN109366_c0_g1_i1,FLVC2
TRINITY_DN109373_c0_g1_i4,FBX21
TRINITY_DN10938_c0_g1_i11,ROCO4
TRINITY_DN10938_c0_g1_i14,ROCO4
TRINITY_DN10939_c0_g1_i8,ZGPAT
TRINITY_DN1094_c1_g1_i1,GLNA
TRINITY_DN1094_c1_g1_i4,GLNA
TRINITY_DN10942_c4_g1_i29,HMCN2
TRINITY_DN10942_c4_g1_i8,HMCN2
TRINITY_DN10943_c0_g1_i1,FEV
TRINITY_DN109430_c0_g1_i5,PLCL
TRINITY_DN10947_c0_g1_i1,C27C1
TRINITY_DN10947_c0_g1_i14,C27C1
TRINITY_DN10947_c0_g1_i18,C27C1
TRINITY_DN10947_c0_g1_i39,C27C1
TRINITY_DN10949_c0_g3_i2,KLH20
TRINITY_DN10949_c0_g3_i3,KLH20
TRINITY_DN1095_c0_g1_i3,CF161
TRINITY_DN109504_c0_g1_i2,TMPS5
TRINITY_DN10951_c1_g1_i10,KPBB
TRINITY_DN109514_c1_g1_i1,LORF2
TRINITY_DN1096_c2_g1_i7,TFIP8
TRINITY_DN109612_c0_g1_i1,CDA7L
TRINITY_DN10962_c0_g1_i2,RB22A
TRINITY_DN10963_c0_g1_i3,PPIL4
TRINITY_DN10969_c0_g2_i3,PCCA
TRINITY_DN10976_c0_g1_i2,PSIP1
TRINITY_DN10979_c0_g1_i27,WDR64
TRINITY_DN10979_c0_g1_i4,WDY
TRINITY_DN10979_c0_g1_i9,WDY
TRINITY_DN1098_c1_g1_i6,TMED7
TRINITY_DN1098_c1_g2_i1,TMED7
TRINITY_DN10981_c0_g1_i14,TRUB2
TRINITY_DN10981_c0_g1_i16,TRUB2
TRINITY_DN109898_c1_g1_i3,CALM
TRINITY_DN1099_c0_g1_i10,HDHD5
TRINITY_DN1099_c0_g1_i13,HDHD5
TRINITY_DN1099_c0_g1_i19,HDHD5
TRINITY_DN1099_c0_g1_i2,HDHD5
TRINITY_DN1099_c0_g1_i5,HDHD5
TRINITY_DN10990_c1_g1_i2,PIF1
TRINITY_DN10993_c1_g1_i5,CEP89
TRINITY_DN10993_c1_g1_i7,HELB
TRINITY_DN10993_c2_g2_i4,RT24
TRINITY_DN10994_c0_g1_i4,RT22
TRINITY_DN11_c0_g1_i3,HELZ2
TRINITY_DN11_c0_g1_i5,HELZ2
TRINITY_DN11_c0_g2_i1,HELZ2
TRINITY_DN11_c1_g1_i1,HELZ2
TRINITY_DN11_c3_g1_i1,RRP44
TRINITY_DN11_c3_g1_i5,RRP44
TRINITY_DN110_c0_g1_i1,CNOT2
TRINITY_DN110_c0_g1_i4,CNOT2
TRINITY_DN110_c0_g1_i6,CNOT2
TRINITY_DN110_c0_g2_i1,CNOT2
TRINITY_DN1100_c0_g1_i4,CHSTF
TRINITY_DN11000_c0_g1_i4,INT13
TRINITY_DN11004_c0_g1_i1,CIAO1
TRINITY_DN11007_c1_g1_i3,ACH3
TRINITY_DN11007_c1_g1_i5,ACH3
TRINITY_DN110088_c0_g1_i1,LAR
TRINITY_DN110088_c0_g1_i2,LAR
TRINITY_DN1101_c0_g1_i10,CSDE1
TRINITY_DN11011_c0_g1_i4,NPHN
TRINITY_DN11011_c0_g1_i6,HMCN2
TRINITY_DN11011_c1_g1_i1,DCXR
TRINITY_DN11011_c1_g1_i10,DCXR
TRINITY_DN11011_c1_g1_i4,DCXR
TRINITY_DN11015_c0_g1_i17,CPNE5
TRINITY_DN11015_c0_g1_i7,CPNE5
TRINITY_DN11023_c0_g1_i2,SOX2
TRINITY_DN11025_c0_g1_i5,SRP68
TRINITY_DN110258_c0_g1_i1,HOX3
TRINITY_DN1103_c0_g1_i15,MTSS1
TRINITY_DN1103_c0_g1_i25,MTSS1
TRINITY_DN1103_c0_g1_i3,MTSS1
TRINITY_DN1103_c0_g1_i7,MTSS1
TRINITY_DN1103_c0_g1_i8,MTSS1
TRINITY_DN11030_c0_g1_i7,PER
TRINITY_DN110305_c0_g1_i1,CBLN1
TRINITY_DN11031_c0_g2_i1,MSH3
TRINITY_DN11032_c0_g1_i9,CAPZA
TRINITY_DN11035_c0_g1_i4,FRG1
TRINITY_DN11035_c0_g1_i9,FRG1
TRINITY_DN11036_c0_g1_i3,PTHD3
TRINITY_DN1104_c0_g1_i22,TANC2
TRINITY_DN11040_c0_g1_i10,NAB
TRINITY_DN11041_c1_g1_i3,GVIN1
TRINITY_DN11041_c5_g1_i2,GVIN1
TRINITY_DN11044_c0_g1_i2,TSPO
TRINITY_DN11044_c0_g1_i4,TSPO
TRINITY_DN11044_c2_g2_i6,NRAM2
TRINITY_DN11044_c2_g2_i7,NRAM2
TRINITY_DN11044_c2_g2_i9,NRAM2
TRINITY_DN11045_c0_g1_i1,TRIM3
TRINITY_DN110451_c0_g1_i1,S40A1
TRINITY_DN11046_c0_g1_i6,KLH18
TRINITY_DN11047_c0_g1_i2,MEGF8
TRINITY_DN11047_c0_g1_i4,MEGF8
TRINITY_DN11048_c0_g1_i8,EFC11
TRINITY_DN11051_c0_g1_i17,S17A5
TRINITY_DN11051_c0_g1_i20,SL172
TRINITY_DN110529_c0_g1_i1,ASO
TRINITY_DN110546_c0_g1_i1,FUCL
TRINITY_DN110546_c0_g1_i2,FUCL
TRINITY_DN110549_c0_g1_i2,CDK8
TRINITY_DN110585_c0_g1_i6,ZN862
TRINITY_DN110585_c0_g1_i7,ZN862
TRINITY_DN11059_c2_g1_i1,SNX25
TRINITY_DN1106_c0_g1_i13,SPAT6
TRINITY_DN1106_c0_g1_i14,SPA6L
TRINITY_DN11060_c0_g1_i2,GBLP
TRINITY_DN11063_c0_g1_i10,VDR
TRINITY_DN110645_c0_g1_i2,BRE4
TRINITY_DN11066_c0_g1_i1,ZNHI2
TRINITY_DN110661_c0_g1_i1,CALM1
TRINITY_DN110668_c0_g2_i1,GLRA1
TRINITY_DN110668_c0_g2_i2,GLRA1
TRINITY_DN11068_c0_g1_i1,C1GTB
TRINITY_DN1107_c0_g1_i15,LFG1
TRINITY_DN11071_c0_g1_i19,SETD6
TRINITY_DN11075_c0_g1_i11,ANO8
TRINITY_DN11075_c0_g1_i22,ANO8
TRINITY_DN11075_c0_g1_i25,ANO8
TRINITY_DN11076_c0_g1_i13,DDX5
TRINITY_DN11076_c0_g1_i15,DDX5
TRINITY_DN11076_c0_g1_i19,DDX5
TRINITY_DN11076_c0_g1_i4,DDX5
TRINITY_DN11077_c0_g1_i1,CEPU1
TRINITY_DN11079_c0_g1_i16,ZFN2B
TRINITY_DN11079_c0_g1_i17,ZFN2B
TRINITY_DN11079_c0_g1_i31,ZFN2B
TRINITY_DN11079_c0_g1_i5,ZFN2B
TRINITY_DN1108_c0_g1_i10,AATM
TRINITY_DN1108_c2_g1_i5,TCHP
TRINITY_DN11082_c1_g1_i6,ARSB
TRINITY_DN110823_c0_g1_i2,DUOX
TRINITY_DN11083_c0_g1_i1,UNC4
TRINITY_DN110857_c0_g1_i1,DYH8
TRINITY_DN110858_c0_g1_i1,RACB
TRINITY_DN11086_c0_g1_i1,FCER2
TRINITY_DN11086_c0_g1_i3,FCER2
TRINITY_DN110872_c0_g1_i1,PSM
TRINITY_DN11090_c0_g1_i3,LRCC1
TRINITY_DN110923_c0_g1_i2,PLC
TRINITY_DN110927_c0_g1_i7,POLR
TRINITY_DN11094_c0_g1_i8,POL3
TRINITY_DN11094_c0_g2_i2,POL3
TRINITY_DN11094_c0_g3_i2,POL3
TRINITY_DN11097_c0_g1_i11,AP4S1
TRINITY_DN11097_c0_g1_i25,AP4S1
TRINITY_DN11097_c0_g1_i30,AP4S1
TRINITY_DN11099_c0_g1_i10,PRP16
TRINITY_DN111_c0_g1_i11,MICA1
TRINITY_DN111_c0_g1_i13,MICA3
TRINITY_DN111_c0_g1_i4,MICA3
TRINITY_DN1110_c0_g1_i16,BLNK
TRINITY_DN1110_c0_g1_i7,BLNK
TRINITY_DN11101_c0_g1_i2,DDX27
TRINITY_DN11101_c0_g1_i6,DDX27
TRINITY_DN11105_c1_g1_i3,TRI56
TRINITY_DN11105_c1_g1_i6,TRI56
TRINITY_DN11106_c0_g1_i22,DPOLB
TRINITY_DN11106_c0_g1_i38,DPOLB
TRINITY_DN11108_c2_g1_i8,PO21
TRINITY_DN11109_c0_g1_i4,F167A
TRINITY_DN1111_c2_g1_i1,BAT1
TRINITY_DN1111_c2_g1_i2,BAT1
TRINITY_DN11114_c0_g1_i1,HIG2A
TRINITY_DN11116_c0_g1_i1,ABHD4
TRINITY_DN11116_c0_g1_i3,ABHD4
TRINITY_DN11119_c0_g1_i15,KLH12
TRINITY_DN11119_c0_g1_i16,KLH12
TRINITY_DN11119_c0_g1_i19,KLH12
TRINITY_DN11119_c0_g1_i8,KLH12
TRINITY_DN1112_c0_g1_i1,CP17A
TRINITY_DN1112_c0_g1_i5,CP17A
TRINITY_DN11122_c0_g1_i2,SODC5
TRINITY_DN111233_c0_g1_i1,UBIA1
TRINITY_DN111239_c1_g1_i1,MOT12
TRINITY_DN1113_c0_g1_i1,ZBBX
TRINITY_DN1113_c0_g1_i2,ZBBX
TRINITY_DN1113_c2_g1_i1,GTPB1
TRINITY_DN111302_c0_g1_i2,GEM
TRINITY_DN11134_c0_g1_i40,G2E3
TRINITY_DN11134_c0_g1_i53,G2E3
TRINITY_DN11134_c0_g1_i7,G2E3
TRINITY_DN11138_c0_g1_i13,ZN236
TRINITY_DN11139_c0_g1_i8,DOLK
TRINITY_DN1114_c0_g1_i6,DOPR1
TRINITY_DN11142_c0_g1_i11,B3GLT
TRINITY_DN11142_c0_g1_i12,B3GLT
TRINITY_DN11142_c0_g1_i3,B3GLT
TRINITY_DN11145_c0_g1_i3,NUP37
TRINITY_DN11155_c0_g1_i11,CF410
TRINITY_DN111554_c0_g1_i5,ACO13
TRINITY_DN111554_c0_g1_i8,ACO13
TRINITY_DN11156_c0_g1_i2,NCASE
TRINITY_DN11156_c0_g1_i8,NCER2
TRINITY_DN11156_c0_g1_i9,NCER2
TRINITY_DN11158_c0_g1_i4,ROCO6
TRINITY_DN1116_c5_g1_i2,CACL1
